Period,Group,Sender,Time,ClientTime,Key,Value
0,1,3,1453279103794815913,1453279103778,test_qty,13.4
1,1,1,1453279103905068508,1453279103888,_at_barrier,_timer_1_t_10_1
1,1,2,1453279103950939114,1453279103927,_at_barrier,_timer_1_t_10_1
1,1,4,1453279103951197145,1453279103924,_at_barrier,_timer_1_t_10_1
1,1,3,1453279103951455647,1453279103926,_at_barrier,_timer_1_t_10_1
1,1,3,1453279104776457704,1453279104779,cancel,"{""index"": 4, ""user_id"": ""3""}"
1,1,3,1453279104781702694,1453279104779,offer_map,"{""index"": 5, ""price"": 0.6, ""user_id"": ""3"", ""qty"": 8.88}"
0,1,3,1453279104781829202,1453279104779,test_user_id,3
0,1,3,1453279104781954222,1453279104779,test_index,5
0,1,3,1453279104782078189,1453279104779,test_price,0.6
0,1,3,1453279104782196088,1453279104779,test_qty,8.88
1,1,1,1453279104973157297,1453279104973,_at_barrier,_timer_1_t_11_1
1,1,3,1453279104987452198,1453279104991,_at_barrier,_timer_1_t_11_1
1,1,2,1453279104992828523,1453279104991,_at_barrier,_timer_1_t_11_1
1,1,4,1453279104998005069,1453279104991,_at_barrier,_timer_1_t_11_1
1,1,4,1453279105782064040,1453279105777,cancel,"{""index"": 2, ""user_id"": ""4""}"
1,1,2,1453279105786882724,1453279105778,cancel,"{""index"": 2, ""user_id"": ""2""}"
1,1,4,1453279105787128229,1453279105777,offer_map,"{""index"": 3, ""price"": 0.02, ""user_id"": ""4"", ""qty"": 17.33}"
1,1,2,1453279105792113345,1453279105778,offer_map,"{""index"": 3, ""price"": 1.97, ""user_id"": ""2"", ""qty"": -4.9}"
0,1,2,1453279105792434811,1453279105778,test_user_id,2
0,1,4,1453279105792678086,1453279105777,test_user_id,4
0,1,4,1453279105792909778,1453279105777,test_index,3
0,1,4,1453279105793144862,1453279105777,test_price,0.02
0,1,4,1453279105793395173,1453279105777,test_qty,17.33
0,1,2,1453279105797382600,1453279105778,test_index,3
0,1,2,1453279105797573518,1453279105778,test_price,1.97
0,1,2,1453279105797810693,1453279105778,test_qty,4.9
1,1,1,1453279105997475274,1453279105996,cancel,"{""index"": 2, ""user_id"": ""1""}"
1,1,1,1453279105997717389,1453279105996,offer_map,"{""index"": 3, ""price"": 3.16, ""user_id"": ""1"", ""qty"": -2.04}"
0,1,1,1453279105998012054,1453279105996,test_user_id,1
0,1,1,1453279105998254875,1453279105997,test_index,3
0,1,1,1453279105998490220,1453279105997,test_price,3.16
0,1,1,1453279105998741375,1453279105997,test_qty,2.04
1,1,1,1453279106058029284,1453279106060,_at_barrier,_timer_1_t_12_1
1,1,3,1453279106074901701,1453279106078,_at_barrier,_timer_1_t_12_1
1,1,2,1453279106079519055,1453279106078,_at_barrier,_timer_1_t_12_1
1,1,4,1453279106079733259,1453279106076,_at_barrier,_timer_1_t_12_1
1,1,1,1453279106996927570,1453279106996,cancel,"{""index"": 3, ""user_id"": ""1""}"
1,1,1,1453279106997173566,1453279106996,offer_map,"{""index"": 4, ""price"": 4.02, ""user_id"": ""1"", ""qty"": -2.01}"
0,1,1,1453279106997374205,1453279106996,test_user_id,1
0,1,1,1453279106997516940,1453279106997,test_index,4
0,1,1,1453279106997634530,1453279106997,test_price,4.02
0,1,1,1453279106997757462,1453279106997,test_qty,2.01
1,1,1,1453279107121209579,1453279107119,_at_barrier,_timer_1_t_13_1
1,1,2,1453279107140273382,1453279107141,_at_barrier,_timer_1_t_13_1
1,1,4,1453279107150006360,1453279107152,_at_barrier,_timer_1_t_13_1
1,1,3,1453279107154829167,1453279107156,_at_barrier,_timer_1_t_13_1
1,1,1,1453279108187921900,1453279108185,_at_barrier,_timer_1_t_14_1
1,1,4,1453279108204814705,1453279108205,_at_barrier,_timer_1_t_14_1
1,1,2,1453279108211048662,1453279108209,_at_barrier,_timer_1_t_14_1
1,1,3,1453279108211287473,1453279108209,_at_barrier,_timer_1_t_14_1
1,1,2,1453279108783837009,1453279108778,cancel,"{""index"": 3, ""user_id"": ""2""}"
1,1,2,1453279108784197674,1453279108778,offer_map,"{""index"": 4, ""price"": 2.96, ""user_id"": ""2"", ""qty"": -4.2}"
0,1,2,1453279108784441239,1453279108778,test_user_id,2
0,1,2,1453279108784569143,1453279108778,test_index,4
0,1,2,1453279108784696161,1453279108778,test_price,2.96
0,1,2,1453279108784825611,1453279108778,test_qty,4.2
1,1,3,1453279108784945721,1453279108779,cancel,"{""index"": 3, ""user_id"": ""3""}"
1,1,3,1453279108785073117,1453279108779,offer_map,"{""index"": 6, ""price"": 46.34, ""user_id"": ""3"", ""qty"": -0.07}"
0,1,3,1453279108785204241,1453279108780,test_user_id,3
0,1,3,1453279108785323013,1453279108780,test_index,6
0,1,3,1453279108785444558,1453279108780,test_price,46.34
0,1,3,1453279108785566958,1453279108780,test_qty,0.07
1,1,1,1453279109265332470,1453279109238,_at_barrier,_timer_1_t_15_1
1,1,2,1453279109289172916,1453279109289,_at_barrier,_timer_1_t_15_1
